1.459524680782285477e+00,1.343857860775074409e+00,1.093562142844314966e+00,8.385116634133606972e-01,4.452919706193989580e-01,-2.993240665912396889e-02,-3.045308622021083642e-02,-3.009556237990051314e-02,-3.021473699333728294e-02,-2.936370802302594452e-02,-2.985579440762889739e-02,-3.057226083364761662e-02,3.094781365393939332e-02,1.592851214084121669e-01,1.665028249196343624e-01,1.558139970906740335e-01,1.670818913105643067e-01,1.809255160403969165e-01,1.993973549853107763e-01,2.333302731533861696e-01,2.067160783046045058e-01
1.720101440729450148e+00,1.517505967710072845e+00,1.272204888386042176e+00,9.610470664296106857e-01,6.157556489413286149e-01,-2.947047984863898282e-02,-2.972555358008727514e-02,-3.021658466176265628e-02,-2.994367316669677148e-02,-3.003200258606756462e-02,-3.032025618231776187e-02,-2.984813318247939509e-02,-2.956511851225054888e-02,-2.954168417649910561e-02,1.705082269274285078e-01,1.922994552144439151e-01,2.140032554026944644e-01,2.222368191368999657e-01,2.016128010344270249e-01,2.354405444118089219e-01,2.290553095199612255e-01
1.861828822391777827e+00,1.645022804087423518e+00,1.434957685469533395e+00,1.290600559485770793e+00,1.131202877000161644e+00,8.714206633981648187e-01,6.626806529820591374e-01,7.090804923956057770e-01,2.787653107770773908e-01,-3.069852917407467352e-02,-3.009556237990050620e-02,-3.041336134906524533e-02,-2.961122452785617740e-02,-3.031546791659931947e-02,-2.953941418386222054e-02,1.527977443744051034e-01,2.446893163083885270e-01,1.945348857169927614e-01,2.544497171488605547e-01,3.347621901710419179e-01,2.785110716017455967e-01
2.182591110392758882e+00,1.942204565127597871e+00,1.834963019233877279e+00,1.584084851750085399e+00,1.381567458649857194e+00,1.297867155146094742e+00,1.205331123571756979e+00,9.892446312159905997e-01,8.059540757502291486e-01,7.351246304976386536e-01,2.772160408023993661e-01,-2.981748828188136163e-02,-2.999625020203652501e-02,-2.985721315302695619e-02,-3.057226083364761315e-02,-2.966426377889122556e-02,2.339089209823252968e-01,2.983893971229998887e-01,3.085472803506403294e-01,2.511331577596288001e-01,1.764737675771778924e-01
2.494128226593022912e+00,2.356819156792778536e+00,2.192818845967350772e+00,1.887321599880643408e+00,1.576598768273856033e+00,1.471266217696603817e+00,1.412513133272273347e+00,1.264974961837544765e+00,1.117504017107831427e+00,9.875501171811864598e-01,8.083511879747856677e-01,6.669964764829481307e-01,-2.938051469927985271e-02,-2.977623553107632687e-02,-3.004732503636657268e-02,-2.957232907709713560e-02,-3.000241440617981356e-02,2.608877000161628490e-01,2.987606718802452432e-01,2.952511323024980538e-01,2.238044236674913701e-01
2.744111361419661499e+00,2.597281441235344879e+00,2.428516437691933927e+00,2.221669033636836765e+00,1.745685627570354059e+00,1.589725783452759833e+00,1.442121913192674354e+00,1.214643550096079494e+00,1.067701251728534695e+00,1.178374742740154302e+00,1.059080954689941345e+00,9.121349321157266044e-01,7.588596735089704337e-01,-3.021587198965572721e-02,-3.013295049391988625e-02,-2.975439583947365671e-02,-2.954168417649911255e-02,6.816507477728443731e-02,4.102432843058023693e-01,3.621716502343623745e-01,3.077125188049383842e-01
2.896885437207046721e+00,2.801930226460499274e+00,2.620387565325144053e+00,2.302872345240019047e+00,1.973991272021981658e+00,1.741723655862861930e+00,1.546799555044257701e+00,1.385241441732665724e+00,1.286669414997290373e+00,1.070009967769231851e+00,1.019540520446096554e+00,9.777485372555358989e-01,7.138551656178148130e-01,4.928823662518183601e-01,-2.943442702440601452e-02,-2.953941418386222054e-02,-2.956997177705113916e-02,-2.985721315302695966e-02,2.038442037964908193e-01,2.964428784368657865e-01,2.847759893573373335e-01
3.109155530784793342e+00,3.019255829220075960e+00,2.869343332794568990e+00,2.673681535726274650e+00,2.161292904477128740e+00,1.933345918862130697e+00,1.745329631609703114e+00,1.443856056606146021e+00,1.425026467683134790e+00,1.476589350430113301e+00,1.251110981807733058e+00,1.031410776261075579e+00,8.279945692581220928e-01,8.084641910457410763e-01,4.267404557944076138e-01,-3.005583750875491511e-02,-3.013528725104610423e-02,-3.013295049391988625e-02,5.052482220785517453e-02,3.094621207655520179e-01,3.513239563030643997e-01
3.258464883543358503e+00,3.239261332902322543e+00,3.082452198436098190e+00,2.877885598836269487e+00,2.423868627767899575e+00,2.156289535129489288e+00,1.950189264227861541e+00,1.741457766284144171e+00,1.583528703554047290e+00,1.601682969667582723e+00,1.390863078497926120e+00,1.150159125641640356e+00,9.753658962340391314e-01,7.764723794673841217e-01,7.555500242443833336e-01,9.756615293927491106e-02,-3.015458218845967070e-02,-3.035377404234685522e-02,-3.036909649264587022e-02,2.929634470759371889e-01,3.818116265287430089e-01
3.626985664045300428e+00,3.514265265880070821e+00,3.426405200869206080e+00,3.241406475944183629e+00,3.088108198193344922e+00,2.348669446689294560e+00,2.042946838352818872e+00,1.837926778370418068e+00,1.634176672862453605e+00,1.514440342653951665e+00,1.598235124816773656e+00,1.339339920622092839e+00,1.088874608049135606e+00,8.794053624984287110e-01,6.476671230519769340e-01,3.703256594750949926e-01,-2.969831366844458490e-02,-3.001611263760932749e-02,-2.906271573011512052e-02,1.899117326095316749e-01,4.917677331026156229e-01
3.638875092936802336e+00,3.618435227986996683e+00,3.649361725085412900e+00,3.463453316726722520e+00,3.401338807176337298e+00,4.226698843616379264e+00,5.026872021981573013e+00,5.027409553469706083e+00,4.588621852270891921e+00,1.672248874311597300e+00,1.679016459732283417e+00,1.459467930966363403e+00,1.253638094764456534e+00,1.090154774057988440e+00,8.542338147348806920e-01,6.567022555636679026e-01,-3.017501212219169185e-02,-3.009556237990050620e-02,-3.037363647791965424e-02,5.978053984160336398e-02,5.914312590916438461e-01
4.042593567156941070e+00,3.888033907909374420e+00,3.959750185873606831e+00,3.641487570712784727e+00,4.653106384354289915e+00,5.026473938714001832e+00,5.027012477775982369e+00,5.026667722644253544e+00,5.022798803943752333e+00,4.840690063394573528e+00,2.653200308891403125e+00,2.188466680757419791e+00,1.856950735412963072e+00,1.685801912198033214e+00,1.375648452849164149e+00,1.147270168633155230e+00,2.307379415620565977e-01,-2.954934540164861484e-02,-3.017501212219169185e-02,-3.073116031822998098e-02,5.737102559958225934e-01
5.025863294003555026e+00,4.994028066016557688e+00,4.962168719357793023e+00,4.676348271465259110e+00,5.025286060315568903e+00,5.025028220462258943e+00,5.026111665980177001e+00,5.025172364994701546e+00,5.025370989350428808e+00,5.025291539608138791e+00,4.276914692096331017e+00,2.418267420936371703e+00,2.206692757214948841e+00,1.951796702763859859e+00,1.586547793761111658e+00,1.156883587450389106e+00,3.905330414211614642e-01,-2.997521938790062568e-02,-2.984813318247939509e-02,-2.956511851225054194e-02,3.235352405581595758e-01
4.854081454440065890e+00,5.024560885728140747e+00,5.020880551031319250e+00,4.700183194152613986e+00,5.023066946823985468e+00,5.023027221952840016e+00,5.023821719375752615e+00,5.023436799072583447e+00,5.023618555034748745e+00,4.542658702690866690e+00,4.770456491209165151e+00,1.840310270639153645e+00,1.648717217103963462e+00,1.570995506707612899e+00,1.343197816762193630e+00,1.017250665373632845e+00,3.797459332291721612e-01,-2.953941418386221707e-02,-3.021076450622272452e-02,-2.835489075333911743e-02,2.378303589412042729e-01
5.024484273476643281e+00,5.023940893989188083e+00,5.023520727082840587e+00,5.023947987716178787e+00,5.023781994504607162e+00,4.658233730222868907e+00,5.023623095020024465e+00,5.023824056132877303e+00,5.023603232584450851e+00,5.023436799072583447e+00,4.928391883726423117e+00,1.992018134798772211e+00,1.847966475612637050e+00,1.796652637250147899e+00,1.469081349783596169e+00,1.172892710522062121e+00,5.126974375551713869e-01,-2.971369103792030619e-02,-3.022432575533794477e-02,-2.985579440762889739e-02,2.753703621737887408e-01
3.957216874090836445e+00,3.969636702266539086e+00,3.948618425731371229e+00,3.708259273165819270e+00,5.024338142700645271e+00,5.024675804105383392e+00,5.023833069338936141e+00,5.024262097947309158e+00,5.024139518344917121e+00,5.024108873444317780e+00,4.374034991775924475e+00,2.115141684176498948e+00,1.764783943562878488e+00,1.357814255697430417e+00,1.128528208102377972e+00,1.215560627121383241e+00,4.296006465168901167e-01,-3.076630155039723757e-02,-2.989693802417254728e-02,-3.013528725104610076e-02,1.534390172943267960e-01
